time_of_day,steps,temperature,wind_speed,genre/mood,music
Night,7593,1.6,23.9,Chill,Kesariya - Arijit Singh
Afternoon,14116,39.6,4.2,Hip-Hop,Aadat - Jal Band
Evening,9147,15.4,13.8,Classical,Blinding Lights - The Weeknd
Evening,6793,9.5,21.6,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,13028,9.4,23.2,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,17270,33.5,10.1,Pop,Levitating - Dua Lipa
Morning,13731,5.9,11.9,Rock,Drivers License - Olivia Rodrigo
Morning,6284,3.2,8.6,Chill,Levitating - Dua Lipa
Evening,9699,26.0,24.6,Classical,Levitating - Dua Lipa
Afternoon,1827,18.6,2.0,Hip-Hop,Kesariya - Arijit Singh
Afternoon,14814,37.3,7.3,Classical,Channa Mereya - Arijit Singh
Night,7500,22.8,11.0,Hip-Hop,Blinding Lights - The Weeknd
Night,10369,16.0,8.0,Rock,Tajdar-e-Haram - Atif Aslam
Afternoon,17574,6.5,10.9,Jazz,Channa Mereya - Arijit Singh
Morning,16305,25.3,10.5,Chill,Tum Hi Ho - Arijit Singh
Night,7681,31.0,25.7,Classical,Aadat - Jal Band
Evening,5178,5.8,1.7,Hip-Hop,Kesariya - Arijit Singh
Evening,15597,37.8,12.4,Pop,Apna Bana Le - Arijit Singh
Evening,8218,14.6,25.2,Rock,Someone Like You - Adele
Evening,17655,0.5,25.9,Rock,Tajdar-e-Haram - Atif Aslam
Evening,9884,3.2,5.3,Classical,Tajdar-e-Haram - Atif Aslam
Morning,3391,33.0,16.8,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,1607,5.0,22.4,Chill,Tum Hi Ho - Arijit Singh
Night,8506,6.7,9.8,Classical,Aadat - Jal Band
Night,8972,8.2,12.3,Rock,Levitating - Dua Lipa
Morning,11725,3.8,20.0,Rock,Channa Mereya - Arijit Singh
Afternoon,11846,1.3,7.2,Chill,Apna Bana Le - Arijit Singh
Night,13409,14.4,14.8,Chill,Tajdar-e-Haram - Atif Aslam
Evening,4218,14.2,1.0,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,17207,35.1,28.3,Chill,Shape of You - Ed Sheeran
Evening,11413,25.2,4.4,Classical,Levitating - Dua Lipa
Night,3136,4.9,6.1,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Morning,14722,38.1,12.6,Classical,Blinding Lights - The Weeknd
Night,11694,10.0,23.3,Rock,Kesariya - Arijit Singh
Afternoon,19171,38.6,28.3,Chill,Channa Mereya - Arijit Singh
Afternoon,7289,31.8,18.0,Chill,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,18025,0.7,29.6,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Night,13700,2.0,13.6,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Morning,17121,14.6,8.8,Chill,Blinding Lights - The Weeknd
Evening,18403,5.9,16.5,Rock,Shape of You - Ed Sheeran
Afternoon,10485,30.7,15.6,Jazz,Channa Mereya - Arijit Singh
Morning,18648,38.6,15.3,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,18057,18.6,26.9,Chill,Shape of You - Ed Sheeran
Night,6452,7.8,13.2,Chill,Drivers License - Olivia Rodrigo
Morning,15759,7.5,14.2,Jazz,Tum Hi Ho - Arijit Singh
Night,11811,27.0,28.6,Pop,Channa Mereya - Arijit Singh
Afternoon,11445,23.2,22.1,Rock,Drivers License - Olivia Rodrigo
Evening,9251,36.7,29.7,Classical,Apna Bana Le - Arijit Singh
Night,8761,14.3,28.1,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,9114,23.9,12.0,Chill,Tum Hi Ho - Arijit Singh
Afternoon,2535,24.3,10.9,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Morning,7603,0.1,9.5,Jazz,Blinding Lights - The Weeknd
Afternoon,19480,9.0,13.6,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Night,6292,21.6,19.9,Jazz,Apna Bana Le - Arijit Singh
Afternoon,19824,23.7,9.2,Jazz,Aadat - Jal Band
Morning,9241,37.7,26.9,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Evening,7174,32.8,26.0,Jazz,Someone Like You - Adele
Evening,7922,32.5,16.1,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,16566,22.8,21.4,Hip-Hop,Apna Bana Le - Arijit Singh
Evening,9887,14.2,17.9,Rock,Apna Bana Le - Arijit Singh
Afternoon,10033,32.6,13.9,Classical,Tajdar-e-Haram - Atif Aslam
Morning,5704,7.3,23.2,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Night,10312,23.8,4.2,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Morning,18842,15.9,15.6,Chill,Drivers License - Olivia Rodrigo
Afternoon,17946,35.7,9.7,Hip-Hop,Tum Hi Ho - Arijit Singh
Night,1597,28.0,22.2,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,3247,38.3,2.7,Chill,Shape of You - Ed Sheeran
Evening,6014,25.9,29.0,Rock,Someone Like You - Adele
Morning,6292,19.4,20.9,Chill,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,11322,37.7,17.2,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,19494,16.5,0.6,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,8409,24.3,11.5,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,16330,37.8,15.2,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Night,3086,23.5,10.3,Classical,Tera Ban Jaunga - Akhil Sachdeva
Morning,17582,14.0,24.8,Pop,Blinding Lights - The Weeknd
Afternoon,18365,16.6,18.8,Chill,Shape of You - Ed Sheeran
Evening,11141,22.2,1.7,Rock,Tera Ban Jaunga - Akhil Sachdeva
Evening,9431,6.8,3.5,Rock,Kesariya - Arijit Singh
Night,9441,28.2,18.8,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,10826,23.2,2.0,Jazz,Kesariya - Arijit Singh
Evening,13067,35.5,22.5,Rock,Tum Hi Ho - Arijit Singh
Morning,11768,8.8,24.8,Jazz,Someone Like You - Adele
Afternoon,13697,15.5,9.5,Rock,Apna Bana Le - Arijit Singh
Night,13433,17.2,11.6,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Evening,7417,33.1,7.9,Jazz,Shape of You - Ed Sheeran
Morning,7858,4.4,4.2,Pop,Kesariya - Arijit Singh
Afternoon,13107,15.6,8.8,Classical,Levitating - Dua Lipa
Morning,18680,2.6,1.1,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Morning,6511,27.1,7.7,Pop,Tera Ban Jaunga - Akhil Sachdeva
Night,14144,23.5,13.0,Classical,Kesariya - Arijit Singh
Evening,14433,21.3,17.5,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,6936,34.0,5.1,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,13719,33.2,17.4,Chill,Levitating - Dua Lipa
Evening,16451,16.6,3.6,Hip-Hop,Levitating - Dua Lipa
Evening,9716,0.9,1.2,Chill,Channa Mereya - Arijit Singh
Night,1120,3.2,26.5,Pop,Tajdar-e-Haram - Atif Aslam
Afternoon,6569,3.5,29.4,Classical,Tera Ban Jaunga - Akhil Sachdeva
Morning,4847,6.0,16.8,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Evening,6106,30.2,0.5,Hip-Hop,Kesariya - Arijit Singh
Evening,3142,38.1,17.5,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Evening,10393,23.7,0.2,Jazz,Blinding Lights - The Weeknd
Evening,11055,35.5,29.1,Pop,Someone Like You - Adele
Night,16948,23.3,2.6,Pop,Aadat - Jal Band
Evening,8461,12.2,21.0,Rock,Someone Like You - Adele
Night,17851,3.0,13.3,Jazz,Tajdar-e-Haram - Atif Aslam
Evening,13027,16.0,18.0,Chill,Tum Hi Ho - Arijit Singh
Afternoon,17342,15.8,17.7,Rock,Tum Hi Ho - Arijit Singh
Night,10480,16.1,0.7,Hip-Hop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,7718,28.6,28.0,Pop,Aadat - Jal Band
Morning,16612,0.3,24.0,Pop,Shape of You - Ed Sheeran
Afternoon,2256,35.3,9.5,Hip-Hop,Someone Like You - Adele
Night,17912,3.9,4.6,Classical,Someone Like You - Adele
Evening,17506,16.8,10.8,Classical,Tera Ban Jaunga - Akhil Sachdeva
Night,10445,15.8,12.9,Rock,Tajdar-e-Haram - Atif Aslam
Afternoon,18578,30.0,20.5,Hip-Hop,Levitating - Dua Lipa
Night,1040,38.5,18.3,Chill,Aadat - Jal Band
Afternoon,1521,25.5,24.9,Hip-Hop,Kesariya - Arijit Singh
Night,17361,21.6,21.4,Pop,Drivers License - Olivia Rodrigo
Morning,13058,1.6,0.7,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Morning,14757,20.1,14.8,Hip-Hop,Drivers License - Olivia Rodrigo
Evening,19069,27.0,4.9,Jazz,Tum Hi Ho - Arijit Singh
Night,10896,10.2,7.0,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,4954,36.6,28.2,Pop,Tajdar-e-Haram - Atif Aslam
Afternoon,4251,38.9,9.9,Hip-Hop,Someone Like You - Adele
Night,9156,14.7,20.9,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,8906,0.7,6.7,Jazz,Aadat - Jal Band
Evening,9733,35.9,21.1,Pop,Tum Hi Ho - Arijit Singh
Morning,4968,27.7,12.7,Jazz,Kesariya - Arijit Singh
Morning,11260,32.9,5.6,Hip-Hop,Aadat - Jal Band
Afternoon,13010,34.7,23.3,Hip-Hop,Drivers License - Olivia Rodrigo
Evening,9408,38.4,18.1,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Morning,6571,2.6,5.4,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Night,7056,21.5,1.8,Hip-Hop,Kesariya - Arijit Singh
Morning,1599,12.8,16.4,Hip-Hop,Drivers License - Olivia Rodrigo
Night,13534,13.8,26.3,Chill,Apna Bana Le - Arijit Singh
Evening,7462,16.2,12.3,Chill,Apna Bana Le - Arijit Singh
Morning,4460,3.4,13.8,Jazz,Shape of You - Ed Sheeran
Morning,5907,2.2,10.1,Jazz,Shape of You - Ed Sheeran
Morning,14016,0.2,4.1,Hip-Hop,Shape of You - Ed Sheeran
Morning,6365,1.5,11.4,Hip-Hop,Drivers License - Olivia Rodrigo
Afternoon,15979,32.6,24.2,Pop,Apna Bana Le - Arijit Singh
Night,2194,5.0,14.8,Jazz,Drivers License - Olivia Rodrigo
Evening,11680,16.3,21.2,Chill,Blinding Lights - The Weeknd
Evening,16065,9.7,5.8,Classical,Blinding Lights - The Weeknd
Night,3322,19.6,12.7,Pop,Shape of You - Ed Sheeran
Afternoon,13434,4.9,6.6,Rock,Someone Like You - Adele
Afternoon,13462,9.4,29.1,Jazz,Tum Hi Ho - Arijit Singh
Evening,11800,20.6,3.0,Rock,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,6550,22.7,5.8,Rock,Drivers License - Olivia Rodrigo
Morning,10892,19.9,23.6,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,3066,23.6,20.2,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,17183,5.0,14.1,Hip-Hop,Drivers License - Olivia Rodrigo
Morning,3160,23.6,13.9,Jazz,Tajdar-e-Haram - Atif Aslam
Morning,8850,38.2,10.8,Pop,Someone Like You - Adele
Evening,5822,3.0,20.3,Jazz,Blinding Lights - The Weeknd
Evening,13499,11.8,15.8,Jazz,Shape of You - Ed Sheeran
Night,14706,22.2,8.8,Hip-Hop,Channa Mereya - Arijit Singh
Evening,3271,32.5,25.9,Classical,Afreen Afreen - Rahat Fateh Ali Khan
Evening,12931,16.1,3.9,Pop,Tera Ban Jaunga - Akhil Sachdeva
Night,8604,38.3,14.4,Pop,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,1221,30.5,28.6,Chill,Kesariya - Arijit Singh
Evening,10652,35.0,25.6,Chill,Blinding Lights - The Weeknd
Morning,8537,37.9,6.3,Jazz,Blinding Lights - The Weeknd
Morning,7404,15.3,6.4,Pop,Channa Mereya - Arijit Singh
Morning,15001,6.3,19.5,Classical,Levitating - Dua Lipa
Afternoon,17595,8.0,13.0,Chill,Someone Like You - Adele
Morning,1215,39.3,3.4,Chill,Blinding Lights - The Weeknd
Night,13779,18.0,22.5,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,7625,27.8,6.2,Hip-Hop,Blinding Lights - The Weeknd
Morning,11761,10.9,28.0,Hip-Hop,Apna Bana Le - Arijit Singh
Evening,15065,27.9,23.9,Pop,Afreen Afreen - Rahat Fateh Ali Khan
Night,2414,12.8,16.9,Chill,Channa Mereya - Arijit Singh
Afternoon,7888,36.4,3.0,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,7942,28.1,18.8,Chill,Kesariya - Arijit Singh
Afternoon,6079,13.1,18.6,Hip-Hop,Shape of You - Ed Sheeran
Morning,1176,24.6,19.9,Chill,Tera Ban Jaunga - Akhil Sachdeva
Afternoon,2550,27.4,6.1,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,18206,2.2,13.8,Jazz,Channa Mereya - Arijit Singh
Afternoon,7097,20.7,20.2,Pop,Tum Hi Ho - Arijit Singh
Evening,15502,39.8,8.4,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Evening,2850,35.6,27.8,Classical,Tera Ban Jaunga - Akhil Sachdeva
Evening,7125,12.5,23.7,Pop,Apna Bana Le - Arijit Singh
Afternoon,9191,14.5,9.0,Pop,Blinding Lights - The Weeknd
Morning,19468,14.0,8.6,Pop,Tum Hi Ho - Arijit Singh
Morning,14233,5.9,16.4,Hip-Hop,Aadat - Jal Band
Afternoon,12005,25.8,23.1,Pop,Drivers License - Olivia Rodrigo
Afternoon,15950,9.1,10.8,Jazz,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,4685,17.8,10.7,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,11587,26.3,12.9,Pop,Apna Bana Le - Arijit Singh
Afternoon,6451,25.9,18.6,Classical,Apna Bana Le - Arijit Singh
Night,6270,6.7,22.2,Hip-Hop,Apna Bana Le - Arijit Singh
Evening,19652,1.6,7.1,Pop,Apna Bana Le - Arijit Singh
Night,1446,34.4,14.2,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Evening,5047,27.1,23.8,Rock,Apna Bana Le - Arijit Singh
Afternoon,12773,21.0,28.0,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,14014,4.3,11.0,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,9397,32.9,17.1,Hip-Hop,Tajdar-e-Haram - Atif Aslam
Afternoon,11723,25.5,4.1,Pop,Someone Like You - Adele
Afternoon,14709,31.8,4.6,Rock,Kesariya - Arijit Singh
Night,6541,28.7,16.0,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,11319,8.5,16.5,Chill,Tum Hi Ho - Arijit Singh
Night,11391,16.4,22.2,Rock,Apna Bana Le - Arijit Singh
Evening,19888,14.5,15.9,Chill,Blinding Lights - The Weeknd
Night,11868,33.3,20.4,Jazz,Kesariya - Arijit Singh
Afternoon,5500,14.7,24.9,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,5798,15.4,23.1,Classical,Drivers License - Olivia Rodrigo
Evening,10954,27.6,29.0,Classical,Tum Hi Ho - Arijit Singh
Evening,8251,30.8,17.0,Chill,Tera Ban Jaunga - Akhil Sachdeva
Morning,18902,17.8,12.8,Pop,Blinding Lights - The Weeknd
Afternoon,12712,7.8,4.4,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Morning,15316,30.9,7.3,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,16295,16.7,3.4,Pop,Someone Like You - Adele
Evening,15882,2.8,13.7,Rock,Someone Like You - Adele
Evening,8016,10.5,21.0,Hip-Hop,Kesariya - Arijit Singh
Night,6218,19.7,3.4,Hip-Hop,Levitating - Dua Lipa
Night,14497,29.5,27.1,Hip-Hop,Levitating - Dua Lipa
Afternoon,9215,36.7,4.6,Classical,Apna Bana Le - Arijit Singh
Afternoon,15435,10.9,7.9,Hip-Hop,Drivers License - Olivia Rodrigo
Night,14445,16.7,25.5,Hip-Hop,Aadat - Jal Band
Evening,6122,31.1,15.1,Hip-Hop,Levitating - Dua Lipa
Night,9226,27.6,17.5,Jazz,Levitating - Dua Lipa
Afternoon,18467,22.4,0.1,Hip-Hop,Someone Like You - Adele
Night,3765,31.8,7.8,Rock,Blinding Lights - The Weeknd
Evening,10965,32.0,22.3,Chill,Aadat - Jal Band
Night,2960,18.0,9.9,Hip-Hop,Kesariya - Arijit Singh
Afternoon,13052,39.4,23.2,Jazz,Aadat - Jal Band
Afternoon,1854,5.9,21.4,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,7700,30.3,29.9,Jazz,Drivers License - Olivia Rodrigo
Afternoon,1506,10.6,27.7,Jazz,Aadat - Jal Band
Afternoon,13188,8.1,12.4,Jazz,Channa Mereya - Arijit Singh
Night,3593,28.8,6.0,Classical,Aadat - Jal Band
Morning,2366,5.0,5.4,Hip-Hop,Blinding Lights - The Weeknd
Morning,4790,7.4,14.8,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,2604,23.7,25.0,Jazz,Someone Like You - Adele
Morning,19025,30.3,4.3,Rock,Someone Like You - Adele
Morning,3912,12.6,3.4,Chill,Tera Ban Jaunga - Akhil Sachdeva
Night,13520,3.6,11.2,Classical,Channa Mereya - Arijit Singh
Evening,6159,29.2,14.5,Rock,Blinding Lights - The Weeknd
Afternoon,11958,22.6,26.1,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,2181,10.7,23.6,Hip-Hop,Zaroori Tha - Rahat Fateh Ali Khan
Night,17902,19.2,10.4,Classical,Tum Hi Ho - Arijit Singh
Evening,6878,11.9,4.1,Pop,Tera Ban Jaunga - Akhil Sachdeva
Night,15629,29.7,17.8,Rock,Tum Hi Ho - Arijit Singh
Night,16803,33.9,25.2,Classical,Channa Mereya - Arijit Singh
Evening,1430,7.8,9.6,Jazz,Tum Hi Ho - Arijit Singh
Night,15277,34.7,21.8,Rock,Channa Mereya - Arijit Singh
Night,11723,39.4,0.4,Chill,Kesariya - Arijit Singh
Night,1427,28.9,11.8,Rock,Tum Hi Ho - Arijit Singh
Night,10471,4.5,20.3,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,18015,12.1,0.9,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Morning,9200,22.4,29.8,Hip-Hop,Kesariya - Arijit Singh
Evening,13358,24.5,27.8,Hip-Hop,Levitating - Dua Lipa
Evening,10921,0.7,16.5,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Morning,7391,38.8,19.2,Hip-Hop,Levitating - Dua Lipa
Evening,8159,20.7,20.6,Jazz,Kesariya - Arijit Singh
Afternoon,10211,22.9,20.3,Chill,Someone Like You - Adele
Night,2015,22.6,29.0,Hip-Hop,Apna Bana Le - Arijit Singh
Evening,7617,12.7,16.7,Pop,Someone Like You - Adele
Night,18348,27.2,12.4,Pop,Zaroori Tha - Rahat Fateh Ali Khan
Evening,9739,7.7,1.7,Rock,Aadat - Jal Band
Morning,9218,12.8,16.2,Chill,Blinding Lights - The Weeknd
Night,2188,36.4,7.4,Jazz,Tum Hi Ho - Arijit Singh
Night,19516,4.4,26.1,Pop,Shape of You - Ed Sheeran
Night,13903,24.6,15.9,Pop,Someone Like You - Adele
Night,7718,27.6,27.9,Chill,Drivers License - Olivia Rodrigo
Night,7075,5.0,25.9,Rock,Shape of You - Ed Sheeran
Morning,12689,2.9,6.5,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,13159,1.5,29.8,Jazz,Blinding Lights - The Weeknd
Night,10310,18.1,20.7,Chill,Aadat - Jal Band
Night,15543,36.8,4.4,Classical,Apna Bana Le - Arijit Singh
Evening,14679,15.0,18.4,Rock,Channa Mereya - Arijit Singh
Morning,8106,25.3,18.7,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Afternoon,17328,24.0,25.8,Pop,Channa Mereya - Arijit Singh
Evening,14359,0.9,22.8,Pop,Levitating - Dua Lipa
Morning,10472,33.5,5.3,Pop,Tera Ban Jaunga - Akhil Sachdeva
Evening,13587,21.6,6.5,Pop,Aadat - Jal Band
Evening,16837,23.8,24.9,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,15884,25.3,16.5,Pop,Tajdar-e-Haram - Atif Aslam
Night,6759,16.9,11.7,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,14822,31.3,3.9,Classical,Channa Mereya - Arijit Singh
Afternoon,18011,33.7,13.0,Classical,Tera Ban Jaunga - Akhil Sachdeva
Evening,12643,0.8,15.2,Jazz,Tajdar-e-Haram - Atif Aslam
Afternoon,17154,25.0,8.0,Chill,Blinding Lights - The Weeknd
Evening,19310,35.1,5.5,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Afternoon,9620,30.7,23.2,Rock,Zaroori Tha - Rahat Fateh Ali Khan
Morning,13498,11.8,1.1,Chill,Apna Bana Le - Arijit Singh
Afternoon,13175,38.8,8.6,Chill,Kesariya - Arijit Singh
Night,5902,35.6,0.7,Classical,Tum Hi Ho - Arijit Singh
Evening,10504,13.8,16.5,Hip-Hop,Tum Hi Ho - Arijit Singh
Morning,6724,10.6,9.2,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Morning,7812,4.0,8.2,Pop,Channa Mereya - Arijit Singh
Night,14496,25.1,20.6,Classical,Someone Like You - Adele
Night,4639,24.2,16.7,Pop,Apna Bana Le - Arijit Singh
Evening,3028,32.8,5.5,Rock,Shape of You - Ed Sheeran
Evening,12876,19.0,27.0,Classical,Tera Ban Jaunga - Akhil Sachdeva
Morning,18999,29.7,6.8,Rock,Levitating - Dua Lipa
Afternoon,14179,1.8,15.2,Pop,Someone Like You - Adele
Morning,14574,13.7,29.4,Rock,Aadat - Jal Band
Afternoon,17375,28.7,6.6,Hip-Hop,Aadat - Jal Band
Evening,5792,26.3,12.9,Rock,Someone Like You - Adele
Morning,4183,20.0,5.2,Jazz,Apna Bana Le - Arijit Singh
Evening,2520,35.5,15.5,Hip-Hop,Levitating - Dua Lipa
Evening,9225,8.4,28.3,Jazz,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Night,18046,4.0,2.7,Chill,Levitating - Dua Lipa
Afternoon,2217,3.2,21.3,Rock,Tajdar-e-Haram - Atif Aslam
Afternoon,18423,34.5,5.0,Hip-Hop,Drivers License - Olivia Rodrigo
Morning,12221,7.5,22.6,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Evening,7753,35.2,6.2,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Evening,16583,1.3,29.4,Classical,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,19804,15.9,2.6,Pop,Blinding Lights - The Weeknd
Evening,16160,22.0,22.2,Rock,Someone Like You - Adele
Afternoon,16988,39.9,25.6,Chill,Tajdar-e-Haram - Atif Aslam
Afternoon,16755,3.5,14.4,Rock,Tum Hi Ho - Arijit Singh
Afternoon,8148,2.3,19.7,Jazz,Shape of You - Ed Sheeran
Night,19585,10.5,24.0,Chill,Levitating - Dua Lipa
Evening,12013,26.3,1.3,Hip-Hop,Someone Like You - Adele
Afternoon,15000,3.6,15.7,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Evening,10565,38.4,16.2,Hip-Hop,Shape of You - Ed Sheeran
Night,5518,35.4,10.6,Jazz,Shape of You - Ed Sheeran
Evening,19499,25.8,16.3,Chill,Tajdar-e-Haram - Atif Aslam
Morning,9356,30.4,17.6,Hip-Hop,Channa Mereya - Arijit Singh
Night,2513,25.0,10.4,Classical,Drivers License - Olivia Rodrigo
Morning,19570,15.0,24.6,Chill,Channa Mereya - Arijit Singh
Morning,19951,18.9,7.5,Jazz,Kesariya - Arijit Singh
Morning,2938,39.0,2.1,Jazz,Zaroori Tha - Rahat Fateh Ali Khan
Evening,8428,11.7,28.4,Jazz,Drivers License - Olivia Rodrigo
Evening,6343,23.8,18.7,Jazz,Channa Mereya - Arijit Singh
Morning,6394,10.4,7.4,Chill,Zaroori Tha - Rahat Fateh Ali Khan
Afternoon,5890,31.0,12.5,Rock,Aadat - Jal Band
Morning,1680,19.1,15.3,Classical,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,14678,9.6,18.3,Classical,Levitating - Dua Lipa
Evening,7477,10.6,4.0,Jazz,Tum Hi Ho - Arijit Singh
Afternoon,3801,5.2,6.2,Chill,Tum Hi Ho - Arijit Singh
Evening,5496,28.4,27.7,Jazz,Apna Bana Le - Arijit Singh
Morning,10874,24.2,12.6,Jazz,Drivers License - Olivia Rodrigo
Morning,14504,9.5,1.8,Hip-Hop,Kesariya - Arijit Singh
Afternoon,17966,24.5,9.0,Classical,Kesariya - Arijit Singh
Evening,6739,29.8,19.3,Chill,Channa Mereya - Arijit Singh
Night,2891,22.7,17.5,Classical,Aadat - Jal Band
Night,6603,23.6,14.2,Rock,Aadat - Jal Band
Morning,17957,6.0,16.2,Pop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,13340,32.9,11.4,Rock,Kesariya - Arijit Singh
Night,11147,9.3,15.0,Classical,Aadat - Jal Band
Afternoon,1842,15.6,14.8,Classical,Someone Like You - Adele
Night,10552,32.6,1.0,Classical,Channa Mereya - Arijit Singh
Evening,15713,31.9,24.0,Jazz,Blinding Lights - The Weeknd
Evening,18354,12.0,22.8,Hip-Hop,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Evening,13404,39.4,18.3,Hip-Hop,Aadat - Jal Band
Evening,3680,32.9,27.0,Chill,Dil Dhadakne Ka Sabab - Shafqat Amanat Ali
Morning,7192,19.1,0.8,Rock,Afreen Afreen - Rahat Fateh Ali Khan
Morning,18470,36.3,4.0,Jazz,Aadat - Jal Band
Evening,11150,0.4,7.5,Hip-Hop,Aadat - Jal Band
Afternoon,19893,1.9,15.2,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Morning,14001,13.0,27.1,Hip-Hop,Channa Mereya - Arijit Singh
Afternoon,1263,11.7,25.3,Hip-Hop,Apna Bana Le - Arijit Singh
Afternoon,13127,4.7,29.2,Chill,Shape of You - Ed Sheeran
Evening,13752,4.0,0.7,Hip-Hop,Levitating - Dua Lipa
Night,18883,8.9,4.9,Chill,Afreen Afreen - Rahat Fateh Ali Khan
Evening,19133,18.3,10.7,Classical,Shape of You - Ed Sheeran
Evening,4410,31.8,13.2,Hip-Hop,Shape of You - Ed Sheeran
Night,10845,30.0,17.6,Jazz,Tera Ban Jaunga - Akhil Sachdeva
Morning,1837,39.6,25.7,Jazz,Someone Like You - Adele
Afternoon,2048,23.6,24.8,Chill,Someone Like You - Adele
Afternoon,5818,28.3,12.1,Hip-Hop,Apna Bana Le - Arijit Singh
Night,6465,37.9,25.5,Pop,Tum Hi Ho - Arijit Singh
Evening,15938,12.6,11.5,Hip-Hop,Afreen Afreen - Rahat Fateh Ali Khan
Morning,3458,5.3,5.1,Classical,Channa Mereya - Arijit Singh
Afternoon,9749,35.5,8.8,Jazz,Tera Ban Jaunga - Akhil Sachdeva
